player_name,bid_no,team,bid_amount,status,year
Spencer Johnson,51,GT,80000000,,2024
Spencer Johnson,57,GT,92000000,,2024
Spencer Johnson,2,KKR,5500000,,2024
Spencer Johnson,6,KKR,7500000,,2024
Spencer Johnson,4,KKR,6500000,,2024
Srikar Bharat,1,KKR,5000000,SOLD,2024
Srikar Bharat,14,Gujarat Titans,8500000,,2023
Srikar Bharat,2,Gujarat Titans,2500000,,2023
Srikar Bharat,6,Gujarat Titans,4500000,,2023
Srikar Bharat,10,Gujarat Titans,6500000,,2023
Srikar Bharat,12,Gujarat Titans,7500000,,2023
Srikar Bharat,16,Gujarat Titans,9500000,,2023
Srikar Bharat,18,Gujarat Titans,12000000,SOLD,2023
Srikar Bharat,4,Gujarat Titans,3500000,,2023
Srikar Bharat,8,Gujarat Titans,5500000,,2023
Srikar Bharat,1,Chennai Super Kings,2000000,,2023
Srikar Bharat,15,Chennai Super Kings,9000000,,2023
Srikar Bharat,7,Chennai Super Kings,5000000,,2023
Srikar Bharat,9,Chennai Super Kings,6000000,,2023
Srikar Bharat,3,Chennai Super Kings,3000000,,2023
Srikar Bharat,13,Chennai Super Kings,8000000,,2023
Srikar Bharat,5,Chennai Super Kings,4000000,,2023
Srikar Bharat,11,Chennai Super Kings,7000000,,2023
Srikar Bharat,17,Chennai Super Kings,10000000,,2023
Sumit Kumar,15,DC,9000000,,2024
Sumit Kumar,9,DC,6000000,,2024
Sumit Kumar,7,DC,5000000,,2024
Sumit Kumar,11,DC,7000000,,2024
Sumit Kumar,1,DC,2000000,,2024
Sumit Kumar,13,DC,8000000,,2024
Sumit Kumar,17,DC,10000000,SOLD,2024
Sumit Kumar,5,DC,4000000,,2024
Sumit Kumar,3,DC,3000000,,2024
Sumit Kumar,16,KKR,9500000,,2024
Sumit Kumar,2,KKR,2500000,,2024
Sumit Kumar,4,KKR,3500000,,2024
Sumit Kumar,8,KKR,5500000,,2024
Sumit Kumar,12,KKR,7500000,,2024
Sumit Kumar,14,KKR,8500000,,2024
Sumit Kumar,6,KKR,4500000,,2024
Sumit Kumar,10,KKR,6500000,,2024
Suryansh Shedge,1,PBKS,3000000,SOLD,2025
Sushant Mishra,20,GT,13000000,,2024
Sushant Mishra,2,GT,2500000,,2024
Sushant Mishra,28,GT,22000000,SOLD,2024
Sushant Mishra,4,GT,3500000,,2024
Sushant Mishra,16,GT,9500000,,2024
Sushant Mishra,22,GT,15000000,,2024
Sushant Mishra,6,GT,4500000,,2024
Sushant Mishra,18,GT,11000000,,2024
Sushant Mishra,26,GT,19000000,,2024
Sushant Mishra,8,GT,5500000,,2024
Sushant Mishra,12,GT,7500000,,2024
Sushant Mishra,24,GT,17000000,,2024
Sushant Mishra,14,GT,8500000,,2024
Sushant Mishra,10,GT,6500000,,2024
Sushant Mishra,1,MI,2000000,,2024
Sushant Mishra,25,MI,18000000,,2024
Sushant Mishra,27,MI,20000000,,2024
Sushant Mishra,23,MI,16000000,,2024
Sushant Mishra,11,MI,7000000,,2024
Sushant Mishra,7,MI,5000000,,2024
Sushant Mishra,17,MI,10000000,,2024
Sushant Mishra,19,MI,12000000,,2024
Sushant Mishra,5,MI,4000000,,2024
Sushant Mishra,9,MI,6000000,,2024
Sushant Mishra,13,MI,8000000,,2024
Sushant Mishra,15,MI,9000000,,2024
Sushant Mishra,21,MI,14000000,,2024
Sushant Mishra,3,MI,3000000,,2024
Suyash Sharma,2,MI,20000000,,2025
Suyash Sharma,4,MI,24000000,,2025
Suyash Sharma,1,RCB,3000000,,2025
Suyash Sharma,3,RCB,22000000,,2025
Suyash Sharma,5,RCB,26000000,SOLD,2025
Suyash Sharma,1,Kolkata Knight Riders,2000000,SOLD,2023
Swapnil Singh,1,RCB,2000000,SOLD,2024
Swapnil Singh,1,Lucknow Super Giants,2000000,SOLD,2023
Swastik Chikara,1,DC,2000000,,2025
Swastik Chikara,2,RCB,3000000,SOLD,2025
Swastik Chikara,1,DC,2000000,SOLD,2024
T Natarajan,1,DC,20000000,,2025
T Natarajan,3,DC,102500000,,2025
T Natarajan,5,DC,107500000,,2025
T Natarajan,10,PBKS,2.0173E+11,,2025
T Natarajan,2,RCB,100000000,,2025
T Natarajan,4,RCB,105000000,,2025
T Natarajan,6,SRH,20184000000,,2025
T Natarajan,7,SRH,20194000000,,2025
T Natarajan,8,SRH,20204000000,,2025
T Natarajan,9,SRH,20214000000,,2025
T Natarajan,11,SRH,2.0224E+11,,2025
T Natarajan,12,SRH,2.0234E+11,,2025
T Natarajan,13,SRH,2.0244E+11,SOLD,2025
Tanay Thyagarajan,1,PBKS,2000000,SOLD,2024
Tim David,7,MI,2.02283E+11,,2025
Tim David,8,MI,2.02383E+11,,2025
Tim David,10,MI,2.02483E+11,SOLD,2025
Tim David,1,RCB,20000000,,2025
Tim David,3,RCB,26000000,,2025
Tim David,5,RCB,30000000,,2025
Tim David,6,RCB,20212000000,,2025
Tim David,9,RCB,2.02483E+11,,2025
Tim David,2,SRH,24000000,,2025
Tim David,4,SRH,28000000,,2025
Tom Curran,1,RCB,15000000,SOLD,2024
Tom Kohler-Cadmore,1,RR,4000000,SOLD,2024
Travis Head,2,CSK,22000000,,2024
Travis Head,8,CSK,34000000,,2024
Travis Head,18,CSK,54000000,,2024
Travis Head,10,CSK,38000000,,2024
Travis Head,16,CSK,50000000,,2024
Travis Head,22,CSK,62000000,,2024
Travis Head,24,CSK,66000000,,2024
Travis Head,6,CSK,30000000,,2024
Travis Head,14,CSK,46000000,,2024
Travis Head,20,CSK,58000000,,2024
Travis Head,4,CSK,26000000,,2024
Travis Head,12,CSK,42000000,,2024
Travis Head,15,SRH,48000000,,2024
Travis Head,17,SRH,52000000,,2024
Travis Head,5,SRH,28000000,,2024
Travis Head,3,SRH,24000000,,2024
Travis Head,11,SRH,40000000,,2024
Travis Head,21,SRH,60000000,,2024
Travis Head,1,SRH,20000000,,2024
Travis Head,25,SRH,68000000,SOLD,2024
Travis Head,13,SRH,44000000,,2024
Travis Head,19,SRH,56000000,,2024
Travis Head,23,SRH,64000000,,2024
Travis Head,9,SRH,36000000,,2024
Travis Head,7,SRH,32000000,,2024
Trent Boult,9,DC,2.01822E+11,,2025
Trent Boult,10,DC,2.01922E+11,,2025
Trent Boult,8,KKR,2.0175E+11,,2025
Trent Boult,1,MI,20000000,,2025
Trent Boult,3,MI,120000000,,2025
Trent Boult,5,MI,125000000,,2025
Trent Boult,11,MI,2.02022E+11,,2025
Trent Boult,12,MI,2.02122E+11,,2025
Trent Boult,15,MI,2.0248E+11,,2025
Trent Boult,2,RR,117500000,,2025
Trent Boult,4,RR,122500000,,2025
Trent Boult,13,RR,2.0228E+11,,2025
Trent Boult,14,RR,2.0238E+11,,2025
Trent Boult,16,RR,2.0248E+11,SOLD,2025
Trent Boult,6,SRH,2.01538E+11,,2025
Trent Boult,7,SRH,2.01638E+11,,2025
Tripurana Vijay,1,DC,3000000,SOLD,2025
Tristan Stubbs,1,DC,5000000,SOLD,2024
Tushar Deshpande,2,CSK,57500000,,2025
Tushar Deshpande,4,CSK,62500000,,2025
Tushar Deshpande,6,CSK,20222000000,,2025
Tushar Deshpande,7,CSK,20232000000,,2025
Tushar Deshpande,8,CSK,20242000000,SOLD,2025
Tushar Deshpande,1,RR,10000000,,2025
Tushar Deshpande,3,RR,60000000,,2025
Tushar Deshpande,5,RR,65000000,,2025
Umesh Yadav,17,DC,52000000,,2024
Umesh Yadav,19,DC,56000000,,2024
Umesh Yadav,6,GT,30000000,,2024
Umesh Yadav,12,GT,42000000,,2024
Umesh Yadav,14,GT,46000000,,2024
Umesh Yadav,16,GT,50000000,,2024
Umesh Yadav,8,GT,34000000,,2024
Umesh Yadav,10,GT,38000000,,2024
Umesh Yadav,4,GT,26000000,,2024
Umesh Yadav,2,GT,22000000,,2024
Umesh Yadav,18,GT,54000000,,2024
Umesh Yadav,20,GT,58000000,SOLD,2024
Umesh Yadav,13,SRH,44000000,,2024
Umesh Yadav,7,SRH,32000000,,2024
Umesh Yadav,3,SRH,24000000,,2024
Umesh Yadav,5,SRH,28000000,,2024
Umesh Yadav,9,SRH,36000000,,2024
Umesh Yadav,1,SRH,20000000,,2024
Umesh Yadav,11,SRH,40000000,,2024
Umesh Yadav,15,SRH,48000000,,2024
Umran Malik,1,KKR,7500000,,2025
Umran Malik,2,SRH,2.0224E+11,,2025
Umran Malik,3,SRH,2.0234E+11,,2025
Umran Malik,4,SRH,2.0244E+11,SOLD,2025
Upendra Yadav,1,Mumbai Indians,2000000,,2023
Upendra Yadav,2,Sunrisers Hyderabad,2500000,SOLD,2023
Urvil Patel,1,Gujarat Titans,2000000,SOLD,2023
Vaibhav Arora,4,DC,17000000,,2025
Vaibhav Arora,1,KKR,3000000,,2025
Vaibhav Arora,3,KKR,16000000,,2025
Vaibhav Arora,5,KKR,18000000,,2025
Vaibhav Arora,6,KKR,20212000000,SOLD,2025
Vaibhav Arora,2,RR,15000000,,2025
Vaibhav Arora,6,Lucknow Super Giants,4500000,,2023
Vaibhav Arora,4,Lucknow Super Giants,3500000,,2023
Vaibhav Arora,8,Lucknow Super Giants,5500000,,2023
Vaibhav Arora,2,Lucknow Super Giants,2500000,,2023
Vaibhav Arora,9,Kolkata Knight Riders,6000000,SOLD,2023
Vaibhav Arora,1,Kolkata Knight Riders,2000000,,2023
Vaibhav Arora,5,Kolkata Knight Riders,4000000,,2023
Vaibhav Arora,3,Kolkata Knight Riders,3000000,,2023
Vaibhav Arora,7,Kolkata Knight Riders,5000000,,2023
Vaibhav Suryavanshi,2,DC,9000000,,2025
Vaibhav Suryavanshi,4,DC,10000000,,2025
Vaibhav Suryavanshi,1,RR,3000000,,2025
Vaibhav Suryavanshi,3,RR,9500000,,2025
Vaibhav Suryavanshi,5,RR,11000000,SOLD,2025
Vansh Bedi,1,CSK,3000000,,2025
Vansh Bedi,3,CSK,4500000,,2025
Vansh Bedi,5,CSK,5500000,SOLD,2025
Vansh Bedi,2,SRH,4000000,,2025
Vansh Bedi,4,SRH,5000000,,2025
Venkatesh Iyer,1,KKR,20000000,,2025
Venkatesh Iyer,3,KKR,232500000,,2025
Venkatesh Iyer,5,KKR,237500000,,2025
Venkatesh Iyer,6,KKR,20212000000,,2025
Venkatesh Iyer,7,KKR,2.0228E+11,,2025
Venkatesh Iyer,8,KKR,2.0238E+11,,2025
Venkatesh Iyer,9,KKR,2.0248E+11,SOLD,2025
Venkatesh Iyer,2,RCB,230000000,,2025
Venkatesh Iyer,4,RCB,235000000,,2025
Vidhwath Kaverappa,1,Punjab Kings,2000000,SOLD,2023
Vignesh Puthur,1,MI,3000000,SOLD,2025
Vijay Shankar,1,CSK,3000000,,2025
Vijay Shankar,3,CSK,10000000,,2025
Vijay Shankar,5,CSK,12000000,,2025
Vijay Shankar,6,CSK,20141000000,,2025
Vijay Shankar,9,DC,2.01832E+11,,2025
Vijay Shankar,2,GT,9500000,,2025
Vijay Shankar,4,GT,11000000,,2025
Vijay Shankar,13,GT,2.02214E+11,,2025
Vijay Shankar,14,GT,2.02314E+11,,2025
Vijay Shankar,15,GT,2.02414E+11,SOLD,2025
Vijay Shankar,7,SRH,20163500000,,2025
Vijay Shankar,8,SRH,20173500000,,2025
Vijay Shankar,10,SRH,2.01932E+11,,2025
Vijay Shankar,11,SRH,2.02032E+11,,2025
Vijay Shankar,12,SRH,2.02132E+11,,2025
Vijaykumar Vyshak,2,GT,15000000,,2025
Vijaykumar Vyshak,4,GT,17000000,,2025
Vijaykumar Vyshak,1,PBKS,3000000,,2025
Vijaykumar Vyshak,3,PBKS,16000000,,2025
Vijaykumar Vyshak,5,PBKS,18000000,SOLD,2025
Vipraj Nigam,1,DC,3000000,,2025
Vipraj Nigam,3,DC,4000000,,2025
Vipraj Nigam,5,DC,5000000,SOLD,2025
Vipraj Nigam,2,MI,3500000,,2025
Vipraj Nigam,4,MI,4500000,,2025
Vishnu Vinod,7,DC,20212000000,SOLD,2025
Vishnu Vinod,2,MI,8000000,,2025
Vishnu Vinod,4,MI,9000000,,2025
Vishnu Vinod,1,PBKS,3000000,,2025
Vishnu Vinod,3,PBKS,8500000,,2025
Vishnu Vinod,5,PBKS,9500000,,2025
Vishnu Vinod,6,RCB,20212000000,,2025
Vishnu Vinod,1,Mumbai Indians,2000000,SOLD,2023
Vishwanath Singh,1,PBKS,2000000,SOLD,2024
Vivrant Sharma,28,Sunrisers Hyderabad,22000000,,2023
Vivrant Sharma,6,Sunrisers Hyderabad,4500000,,2023
Vivrant Sharma,10,Sunrisers Hyderabad,6500000,,2023
Vivrant Sharma,24,Sunrisers Hyderabad,17000000,,2023
Vivrant Sharma,30,Sunrisers Hyderabad,26000000,SOLD,2023
Vivrant Sharma,20,Sunrisers Hyderabad,13000000,,2023
Vivrant Sharma,16,Sunrisers Hyderabad,9500000,,2023
Vivrant Sharma,18,Sunrisers Hyderabad,11000000,,2023
Vivrant Sharma,8,Sunrisers Hyderabad,5500000,,2023
Vivrant Sharma,26,Sunrisers Hyderabad,19000000,,2023
Vivrant Sharma,14,Sunrisers Hyderabad,8500000,,2023
Vivrant Sharma,12,Sunrisers Hyderabad,7500000,,2023
Vivrant Sharma,22,Sunrisers Hyderabad,15000000,,2023
Vivrant Sharma,2,Sunrisers Hyderabad,2500000,,2023
Vivrant Sharma,4,Sunrisers Hyderabad,3500000,,2023
Vivrant Sharma,11,Kolkata Knight Riders,7000000,,2023
Vivrant Sharma,3,Kolkata Knight Riders,3000000,,2023
Vivrant Sharma,21,Kolkata Knight Riders,14000000,,2023
Vivrant Sharma,29,Kolkata Knight Riders,24000000,,2023
Vivrant Sharma,27,Kolkata Knight Riders,20000000,,2023
Vivrant Sharma,23,Kolkata Knight Riders,16000000,,2023
Vivrant Sharma,1,Kolkata Knight Riders,2000000,,2023
Vivrant Sharma,7,Kolkata Knight Riders,5000000,,2023
Vivrant Sharma,5,Kolkata Knight Riders,4000000,,2023
Vivrant Sharma,9,Kolkata Knight Riders,6000000,,2023
Vivrant Sharma,19,Kolkata Knight Riders,12000000,,2023
Vivrant Sharma,25,Kolkata Knight Riders,18000000,,2023
Vivrant Sharma,15,Kolkata Knight Riders,9000000,,2023
Vivrant Sharma,17,Kolkata Knight Riders,10000000,,2023
Vivrant Sharma,13,Kolkata Knight Riders,8000000,,2023
Wanindu Hasaranga,2,MI,46000000,,2025
Wanindu Hasaranga,4,MI,50000000,,2025
Wanindu Hasaranga,6,RCB,2.02415E+11,,2025
Wanindu Hasaranga,8,RCB,2.02211E+12,,2025
Wanindu Hasaranga,9,RCB,2.02311E+12,SOLD,2025
Wanindu Hasaranga,1,RR,20000000,,2025
Wanindu Hasaranga,3,RR,48000000,,2025
Wanindu Hasaranga,5,RR,52500000,,2025
Wanindu Hasaranga,7,SRH,2.02415E+11,,2025
Wanindu Hasaranga,1,SRH,15000000,SOLD,2024
Washington Sundar,1,GT,20000000,,2025
Washington Sundar,3,GT,28000000,,2025
Washington Sundar,5,GT,32000000,,2025
Washington Sundar,2,LSG,26000000,,2025
Washington Sundar,4,LSG,30000000,,2025
Washington Sundar,6,RCB,2.01832E+11,,2025
Washington Sundar,7,RCB,2.01932E+11,,2025
Washington Sundar,8,RCB,2.02032E+11,,2025
Washington Sundar,9,RCB,2.02132E+11,,2025
Washington Sundar,12,RCB,2.02488E+11,,2025
Washington Sundar,10,SRH,2.02288E+11,,2025
Washington Sundar,11,SRH,2.02388E+11,,2025
Washington Sundar,13,SRH,2.02488E+11,SOLD,2025
Will Jacks,1,MI,20000000,,2025
Will Jacks,2,MI,48000000,,2025
Will Jacks,4,MI,52500000,SOLD,2025
Will Jacks,3,PBKS,50000000,,2025
Will Jacks,1,Rajasthan Royals,15000000,,2023
Will Jacks,5,Rajasthan Royals,19000000,,2023
Will Jacks,7,Rajasthan Royals,22000000,,2023
Will Jacks,9,Rajasthan Royals,26000000,,2023
Will Jacks,3,Rajasthan Royals,17000000,,2023
Will Jacks,11,Rajasthan Royals,30000000,,2023
Will Jacks,12,Royal Challengers Bengaluru,32000000,SOLD,2023
Will Jacks,8,Royal Challengers Bengaluru,24000000,,2023
Will Jacks,4,Royal Challengers Bengaluru,18000000,,2023
Will Jacks,10,Royal Challengers Bengaluru,28000000,,2023
Will Jacks,6,Royal Challengers Bengaluru,20000000,,2023
Will Jacks,2,Royal Challengers Bengaluru,16000000,,2023
Xavier Bartlett,2,MI,7500000,,2025
Xavier Bartlett,1,PBKS,7500000,,2025
Xavier Bartlett,3,PBKS,8000000,SOLD,2025
Yash Dayal,27,GT,20000000,,2024
Yash Dayal,37,GT,40000000,,2024
Yash Dayal,5,GT,4000000,,2024
Yash Dayal,25,GT,18000000,,2024
Yash Dayal,15,GT,9000000,,2024
Yash Dayal,3,GT,3000000,,2024
Yash Dayal,1,GT,2000000,,2024
Yash Dayal,23,GT,16000000,,2024
Yash Dayal,17,GT,10000000,,2024
Yash Dayal,11,GT,7000000,,2024
Yash Dayal,7,GT,5000000,,2024
Yash Dayal,13,GT,8000000,,2024
Yash Dayal,39,GT,44000000,,2024
Yash Dayal,9,GT,6000000,,2024
Yash Dayal,41,GT,48000000,,2024
Yash Dayal,31,GT,28000000,,2024
Yash Dayal,21,GT,14000000,,2024
Yash Dayal,29,GT,24000000,,2024
Yash Dayal,33,GT,32000000,,2024
Yash Dayal,19,GT,12000000,,2024
Yash Dayal,35,GT,36000000,,2024
Yash Dayal,24,RCB,17000000,,2024
Yash Dayal,40,RCB,46000000,,2024
Yash Dayal,26,RCB,19000000,,2024
Yash Dayal,18,RCB,11000000,,2024
Yash Dayal,28,RCB,22000000,,2024
Yash Dayal,30,RCB,26000000,,2024
Yash Dayal,22,RCB,15000000,,2024
Yash Dayal,12,RCB,7500000,,2024
Yash Dayal,20,RCB,13000000,,2024
Yash Dayal,2,RCB,2500000,,2024
Yash Dayal,34,RCB,34000000,,2024
Yash Dayal,16,RCB,9500000,,2024
Yash Dayal,10,RCB,6500000,,2024
Yash Dayal,14,RCB,8500000,,2024
Yash Dayal,36,RCB,38000000,,2024
Yash Dayal,6,RCB,4500000,,2024
Yash Dayal,8,RCB,5500000,,2024
Yash Dayal,42,RCB,50000000,SOLD,2024
Yash Dayal,38,RCB,42000000,,2024
Yash Dayal,4,RCB,3500000,,2024
Yash Dayal,32,RCB,30000000,,2024
Yash Thakur,2,GT,13000000,,2025
Yash Thakur,4,GT,15000000,,2025
Yash Thakur,1,PBKS,3000000,,2025
Yash Thakur,3,PBKS,14000000,,2025
Yash Thakur,5,PBKS,16000000,SOLD,2025
Yash Thakur,1,Punjab Kings,2000000,,2023
Yash Thakur,5,Punjab Kings,4000000,,2023
Yash Thakur,3,Punjab Kings,3000000,,2023
Yash Thakur,6,Lucknow Super Giants,4500000,SOLD,2023
Yash Thakur,4,Lucknow Super Giants,3500000,,2023
Yash Thakur,2,Lucknow Super Giants,2500000,,2023
Yudhvir Singh Charak,2,MI,3000000,,2025
Yudhvir Singh Charak,4,MI,20212000000,SOLD,2025
Yudhvir Singh Charak,1,RR,3000000,,2025
Yudhvir Singh Charak,3,RR,3500000,,2025
Yudhvir Singh Charak,1,Lucknow Super Giants,2000000,SOLD,2023
Yuvraj Chaudhary,1,LSG,3000000,SOLD,2025
Yuzvendra Chahal,1,PBKS,20000000,,2025
Yuzvendra Chahal,3,PBKS,175000000,,2025
Yuzvendra Chahal,5,PBKS,180000000,,2025
Yuzvendra Chahal,6,RCB,20141000000,,2025
Yuzvendra Chahal,7,RCB,20151000000,,2025
Yuzvendra Chahal,8,RCB,20161000000,,2025
Yuzvendra Chahal,9,RCB,20171000000,,2025
Yuzvendra Chahal,10,RCB,2.0186E+11,,2025
Yuzvendra Chahal,11,RCB,2.0196E+11,,2025
Yuzvendra Chahal,12,RCB,2.0206E+11,,2025
Yuzvendra Chahal,13,RCB,2.0216E+11,,2025
Yuzvendra Chahal,16,RCB,2.02465E+11,,2025
Yuzvendra Chahal,14,RR,2.02265E+11,,2025
Yuzvendra Chahal,15,RR,2.02365E+11,,2025
Yuzvendra Chahal,17,RR,2.02465E+11,SOLD,2025
Yuzvendra Chahal,2,SRH,172500000,,2025
Yuzvendra Chahal,4,SRH,177500000,,2025
Zeeshan Ansari,2,DC,3500000,,2025
Zeeshan Ansari,1,SRH,3000000,,2025
Zeeshan Ansari,3,SRH,4000000,SOLD,2025
